	Tags	SeqName	Description	Length	#Hits	e-Value	sim mean	#GO	GO IDs	GO Names	Enzyme Codes	Enzyme Names	InterPro IDs	InterPro GO IDs	InterPro GO Names
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000437531_2	carboxymuconolactone decarboxylase family protein	181	20	4.19108E-111	90.38	3	F:GO:0051920; P:GO:0055114; P:GO:0098869	F:peroxiredoxin activity; P:oxidation-reduction process; P:cellular oxidant detoxification	EC:1.11.1.15	Peroxiredoxin			
true	[BLASTED]	plot30_0000085556_3	hypothetical protein	327	20	2.89524E-180	76.64								
true	[BLASTED, MAPPED]	plot6_0000061677_2	MBL fold hydrolase	292	20	5.15195E-133	70.64	1	F:GO:0016787	F:hydrolase activity					
true	[BLASTED, MAPPED]	plot1_0000039907_5	DUF1134 domain-containing protein	146	20	2.83864E-31	66.2	2	C:GO:0016020; C:GO:0016021	C:membrane; C:integral component of membrane					
true	[BLASTED]	plot36_0000004288_10	branched-chain amino acid ABC transporter substrate-binding protein	403	20	0.0	93.72								
true	[BLASTED]	plot1_0000004155_23	ABC transporter substrate-binding protein	403	20	0.0	78.75								
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000045534_11	phosphotriesterase-related protein	257	20	1.66782E-147	75.37	3	F:GO:0008270; P:GO:0009056; F:GO:0016788	F:zinc ion binding; P:catabolic process; F:hydrolase activity, acting on ester bonds					
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000466170_1	dihydroxyacetone kinase subunit DhaK	333	20	0.0	87.54	4	F:GO:0004371; P:GO:0006071; P:GO:0016310; F:GO:0047324	F:glycerone kinase activity; P:glycerol metabolic process; P:phosphorylation; F:phosphoenolpyruvate-glycerone phosphotransferase activity	EC:2.7.1.29; EC:2.7.1.121	Glycerone kinase; Phosphoenolpyruvate--glycerone phosphotransferase			
true	[BLASTED]	plot30_0000131696_2	hypothetical protein DMD81_04970	111	20	1.00914E-34	66.54								
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000101300_2	cyclase	333	20	0.0	81.03	3	F:GO:0004061; C:GO:0016021; P:GO:0019441	F:arylformamidase activity; C:integral component of membrane; P:tryptophan catabolic process to kynurenine	EC:3.5.1.9	Arylformamidase			
true	[BLASTED]	plot36_0000275340_3	hypothetical protein DSZ34_11730	111	20	1.13608E-27	64.07								
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000253388_4	dihydroxyacetone kinase subunit DhaK	333	20	0.0	87.62	4	F:GO:0004371; P:GO:0006071; P:GO:0016310; F:GO:0047324	F:glycerone kinase activity; P:glycerol metabolic process; P:phosphorylation; F:phosphoenolpyruvate-glycerone phosphotransferase activity	EC:2.7.1.29; EC:2.7.1.121	Glycerone kinase; Phosphoenolpyruvate--glycerone phosphotransferase			
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000102746_3	PQQ-dependent dehydrogenase, methanol/ethanol family	596	20	0.0	86.48	7	F:GO:0005509; C:GO:0016020; C:GO:0030288; F:GO:0052930; F:GO:0052931; F:GO:0052932; P:GO:0055114	F:calcium ion binding; C:membrane; C:outer membrane-bounded periplasmic space; F:methanol ferricytochrome-c oxidoreductase activity; F:ethanol cytochrome-c oxidoreductase activity; F:2-chloroethanol cytochrome-c oxidoreductase activity; P:oxidation-reduction process	EC:1.1.2.7	Methanol dehydrogenase (cytochrome c)			
true	[BLASTED]	plot1_0000052341_3	NHL repeat-containing protein	374	20	0.0	76.13								
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000122544_2	DUF1501 domain-containing protein	374	20	0.0	83.33	1	F:GO:0003824	F:catalytic activity					
true	[BLASTED, MAPPED, ANNOTATED]	plot36_0000015771_1	heme peroxidase	3705	20	0.0	73.82	2	F:GO:0005488; P:GO:0050896	F:binding; P:response to stimulus					
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000036027_2	dienelactone hydrolase	263	20	5.0062E-169	93.36	2	F:GO:0016779; F:GO:0016787	F:nucleotidyltransferase activity; F:hydrolase activity					
true	[BLASTED, MAPPED, ANNOTATED]	plot36_0000255776_1	amidohydrolase	339	20	0.0	83.0	1	F:GO:0016787	F:hydrolase activity					
true	[BLASTED]	plot1_0000472434_1	ABC transporter substrate-binding protein	380	20	0.0	95.82								
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000110715_6	cupin	152	20	8.90002E-90	72.77	1	F:GO:0045735	F:nutrient reservoir activity					
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000001009_34	MBL fold metallo-hydrolase	304	20	4.37699E-112	71.48	1	F:GO:0016787	F:hydrolase activity					
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000030535_15	MBL fold metallo-hydrolase	304	20	5.0925E-114	71.18	1	F:GO:0016787	F:hydrolase activity					
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000507869_2	hypothetical protein DMG30_15665	228	20	2.0902E-105	73.59	1	C:GO:0016020	C:membrane					
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000142361_5	FKBP-type peptidyl-prolyl cis-trans isomerase	152	20	6.58604E-77	83.73	2	P:GO:0000413; F:GO:0003755	P:protein peptidyl-prolyl isomerization; F:peptidyl-prolyl cis-trans isomerase activity	EC:5.2.1.8	Peptidylprolyl isomerase			
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000000052_104	Glyoxylase, beta-lactamase superfamily II	304	20	2.32375E-113	70.44	1	F:GO:0016787	F:hydrolase activity					
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000275892_1	PQQ-dependent dehydrogenase, methanol/ethanol family	421	20	0.0	88.2	5	F:GO:0003779; F:GO:0005509; C:GO:0016020; F:GO:0016614; P:GO:0055114	F:actin binding; F:calcium ion binding; C:membrane; F:oxidoreductase activity, acting on CH-OH group of donors; P:oxidation-reduction process					
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000107215_6	ABC transporter substrate-binding protein	421	20	0.0	94.73	2	P:GO:0006865; C:GO:0016021	P:amino acid transport; C:integral component of membrane					
true	[BLASTED, MAPPED, ANNOTATED]	plot36_0000389452_2	ABC transporter substrate-binding protein	538	20	0.0	80.95	2	C:GO:0043190; P:GO:0055085	C:ATP-binding cassette (ABC) transporter complex; P:transmembrane transport					
true	[BLASTED]	plot1_0000334723_2	MBL fold metallo-hydrolase	427	20	0.0	71.54								
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000009429_13	alpha/beta hydrolase	234	20	4.00874E-131	83.47	1	F:GO:0016787	F:hydrolase activity					
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000006355_6	PQQ-dependent dehydrogenase, methanol/ethanol family	591	20	0.0	69.09	5	F:GO:0005509; C:GO:0016020; F:GO:0052933; F:GO:0052934; P:GO:0055114	F:calcium ion binding; C:membrane; F:alcohol dehydrogenase (cytochrome c(L)) activity; F:alcohol dehydrogenase (cytochrome c) activity; P:oxidation-reduction process	EC:1.1.2.7; EC:1.1.2.8	Methanol dehydrogenase (cytochrome c); Alcohol dehydrogenase (cytochrome c)			
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000207279_2	arylsulfatase	480	20	0.0	88.25	1	F:GO:0008484	F:sulfuric ester hydrolase activity					
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000237278_2	amidohydrolase	322	20	2.65282E-157	77.34	1	F:GO:0016787	F:hydrolase activity					
true	[BLASTED, MAPPED]	plot6_0000027396_1	heme peroxidase	2254	20	0.0	68.61	6	F:GO:0004601; F:GO:0005509; P:GO:0006979; F:GO:0020037; P:GO:0055114; P:GO:0098869	F:peroxidase activity; F:calcium ion binding; P:response to oxidative stress; F:heme binding; P:oxidation-reduction process; P:cellular oxidant detoxification					
true	[BLASTED]	plot30_0000480117_2	heme-binding protein	164	20	2.98942E-83	73.05								
true	[BLASTED, MAPPED]	plot30_0000116759_8	cupin	164	20	5.08763E-60	69.19	1	F:GO:0045735	F:nutrient reservoir activity					
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000530095_2	hypothetical protein AUH81_03530	715	20	0.0	79.67	1	C:GO:0016020	C:membrane					
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000010135_15	phosphate ABC transporter substrate-binding protein PstS	340	20	0.0	84.38	3	P:GO:0035435; F:GO:0042301; C:GO:0043190	P:phosphate ion transmembrane transport; F:phosphate ion binding; C:ATP-binding cassette (ABC) transporter complex					
true	[BLASTED]	plot1_0000249557_2	DUF1330 domain-containing protein	129	20	1.17724E-25	63.58								
true	[BLASTED]	plot30_0000512187_1	cupin domain-containing protein	129	20	1.72253E-65	84.42								
true	[BLASTED, MAPPED]	plot1_0000468203_1	DUF1330 domain-containing protein	129	20	7.66478E-35	64.86	2	C:GO:0016020; C:GO:0016021	C:membrane; C:integral component of membrane					
true	[BLASTED]	plot1_0000083139_4	heme-binding protein	129	20	8.17106E-66	78.57								
true	[BLASTED]	plot30_0000008708_8	cupin domain-containing protein	129	20	2.26294E-67	83.29								
true	[BLASTED]	plot30_0000159954_3	cupin domain-containing protein	129	20	2.23987E-66	83.88								
true	[BLASTED]	plot30_0000543062_3	cupin domain-containing protein	129	20	5.31895E-82	86.19								
true	[BLASTED]	plot36_0000099876_3	cupin domain-containing protein	129	20	1.24289E-73	89.66								
true	[BLASTED]	plot30_0000107353_5	cupin domain-containing protein	129	20	2.64585E-74	85.95								
true	[BLASTED]	plot36_0000003861_19	cupin domain-containing protein	129	20	1.44651E-63	85.18								
true	[BLASTED]	plot1_0000096952_5	DUF1330 domain-containing protein	129	20	1.1537E-30	66.03								
true	[BLASTED]	plot1_0000044926_6	lectin	217	20	2.07529E-107	79.56								
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000042063_2	acetyl-CoA acetyltransferase	393	20	0.0	84.13	1	F:GO:0003985	F:acetyl-CoA C-acetyltransferase activity	EC:2.3.1.16; EC:2.3.1.9	Acetyl-CoA C-acyltransferase; Acetyl-CoA C-acetyltransferase			
true	[BLASTED]	plot1_0000095079_4	ABC transporter permease	405	20	0.0	90.52								
true	[BLASTED]	plot1_0000656833_2	DUF1330 domain-containing protein	135	20	3.35845E-65	87.0								
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000510587_3	superoxide dismutase, Ni	135	20	3.71468E-77	85.98	4	F:GO:0004784; F:GO:0016151; P:GO:0019430; P:GO:0055114	F:superoxide dismutase activity; F:nickel cation binding; P:removal of superoxide radicals; P:oxidation-reduction process	EC:1.15.1.1	Superoxide dismutase			
true	[BLASTED, MAPPED, ANNOTATED]	plot36_0000174400_1	carboxymethylenebutenolidase	135	20	1.28536E-84	89.23	1	F:GO:0016787	F:hydrolase activity					
true	[BLASTED]	plot30_0000026989_6	ABC transporter substrate-binding protein	405	20	0.0	78.96								
true	[BLASTED, MAPPED]	plot36_0000101222_6	hypothetical protein A2054_07410	270	20	5.69688E-56	56.03	4	F:GO:0009055; F:GO:0020037; P:GO:0022900; F:GO:0046872	F:electron transfer activity; F:heme binding; P:electron transport chain; F:metal ion binding					
true	[BLASTED]	plot36_0000166897_4	ABC transporter substrate-binding protein	182	20	3.67399E-100	84.43								
true	[BLASTED, MAPPED, ANNOTATED]	plot6_0000085085_2	peroxidase	229	20	1.2339E-139	89.37	6	F:GO:0004601; C:GO:0005623; P:GO:0045454; F:GO:0051920; P:GO:0055114; P:GO:0098869	F:peroxidase activity; C:cell; P:cell redox homeostasis; F:peroxiredoxin activity; P:oxidation-reduction process; P:cellular oxidant detoxification	EC:1.11.1.15; EC:1.11.1.7	Peroxiredoxin; Peroxidase			
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000068717_5	hypothetical protein DMG65_23140	423	20	0.0	72.15	4	F:GO:0009055; F:GO:0020037; P:GO:0022900; F:GO:0046872	F:electron transfer activity; F:heme binding; P:electron transport chain; F:metal ion binding					
true	[BLASTED]	plot1_0000007837_13	tripartite tricarboxylate transporter substrate binding protein	329	20	0.0	93.03								
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000224794_2	branched-chain amino acid ABC transporter substrate-binding protein	423	20	0.0	75.36	1	P:GO:0006865	P:amino acid transport					
true	[BLASTED]	plot30_0000322500_1	hypothetical protein DMG67_15610	235	20	8.41016E-107	74.39								
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000004103_26	branched-chain amino acid ABC transporter substrate-binding protein	423	20	0.0	76.21	1	P:GO:0006865	P:amino acid transport					
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000301103_3	cytochrome C	423	20	0.0	85.77	3	F:GO:0016491; F:GO:0050660; P:GO:0055114	F:oxidoreductase activity; F:flavin adenine dinucleotide binding; P:oxidation-reduction process					
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000239588_1	branched-chain amino acid ABC transporter substrate-binding protein	423	20	0.0	76.3	1	P:GO:0006865	P:amino acid transport					
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000512713_2	VPLPA-CTERM sorting domain-containing protein	241	7	1.14319E-82	52.41	1	C:GO:0016020	C:membrane					
true	[BLASTED]	plot36_0000091218_2	cytochrome P460	194	20	8.72721E-115	85.34								
true	[BLASTED, MAPPED, ANNOTATED]	plot36_0000005570_13	amino acid ABC transporter substrate-binding protein	341	20	0.0	82.79	2	C:GO:0030288; P:GO:0071705	C:outer membrane-bounded periplasmic space; P:nitrogen compound transport					
true	[BLASTED, MAPPED]	plot1_0000197896_2	cupin domain-containing protein	147	20	9.61046E-30	62.2	4	C:GO:0016020; C:GO:0016021; F:GO:0051213; P:GO:0055114	C:membrane; C:integral component of membrane; F:dioxygenase activity; P:oxidation-reduction process					
true	[BLASTED, MAPPED]	plot1_0000039907_6	DUF1134 domain-containing protein	147	20	2.16353E-31	63.15	2	C:GO:0016020; C:GO:0016021	C:membrane; C:integral component of membrane					
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000592392_1	superoxide dismutase	147	20	1.0687E-98	90.46	4	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	F:superoxide dismutase activity; P:removal of superoxide radicals; F:metal ion binding; P:oxidation-reduction process	EC:1.15.1.1	Superoxide dismutase			
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000074724_6	superoxide dismutase	200	20	7.65964E-124	88.2	4	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	F:superoxide dismutase activity; P:removal of superoxide radicals; F:metal ion binding; P:oxidation-reduction process	EC:1.15.1.1	Superoxide dismutase			
true	[BLASTED, MAPPED, ANNOTATED]	plot36_0000040525_9	superoxide dismutase	200	20	5.05553E-141	92.51	4	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	F:superoxide dismutase activity; P:removal of superoxide radicals; F:metal ion binding; P:oxidation-reduction process	EC:1.15.1.1	Superoxide dismutase			
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000182760_3	superoxide dismutase	200	20	9.28887E-138	92.22	4	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	F:superoxide dismutase activity; P:removal of superoxide radicals; F:metal ion binding; P:oxidation-reduction process	EC:1.15.1.1	Superoxide dismutase			
true	[BLASTED]	plot30_0000126854_1	DUF4331 domain-containing protein	253	20	4.28109E-129	67.5								
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000027857_10	alpha/beta hydrolase	253	20	5.01151E-161	81.08	1	F:GO:0016787	F:hydrolase activity					
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000244726_1	epoxide hydrolase	359	20	0.0	89.0	2	F:GO:0016746; F:GO:0033961	F:transferase activity, transferring acyl groups; F:cis-stilbene-oxide hydrolase activity	EC:3.3.2.9	Microsomal epoxide hydrolase			
true	[BLASTED, MAPPED]	plot36_0000084939_3	prepilin-type N-terminal cleavage/methylation domain-containing protein	206	13	5.29606E-55	51.82	2	C:GO:0016020; C:GO:0016021	C:membrane; C:integral component of membrane					
true	[BLASTED]	plot30_0000549120_1	TMAO reductase system periplasmic protein TorT	206	20	5.69216E-78	71.9								
true	[BLASTED]	plot1_0000446791_3	Predicted protein	212	20	3.94691E-49	59.6								
true	[BLASTED, MAPPED]	plot1_0000104787_4	ABC transporter substrate-binding protein	583	20	0.0	56.54	2	C:GO:0043190; P:GO:0055085	C:ATP-binding cassette (ABC) transporter complex; P:transmembrane transport					
true	[BLASTED]	plot6_0000062874_3	Predicted protein	212	20	1.6212E-47	62.84								
true	[BLASTED]	plot36_0000000048_46	hypothetical protein DMD82_06650	212	2	6.74398E-15	44.28								
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000050702_2	putative Leu/Ile/Val-binding protein-like protein 8	424	20	0.0	91.12	1	P:GO:0006865	P:amino acid transport					
true	[BLASTED, MAPPED, ANNOTATED]	plot36_0000070525_3	PQQ-dependent dehydrogenase, methanol/ethanol family	595	20	0.0	79.92	9	F:GO:0005509; C:GO:0016020; C:GO:0030288; F:GO:0052930; F:GO:0052931; F:GO:0052932; F:GO:0052935; F:GO:0052936; P:GO:0055114	F:calcium ion binding; C:membrane; C:outer membrane-bounded periplasmic space; F:methanol ferricytochrome-c oxidoreductase activity; F:ethanol cytochrome-c oxidoreductase activity; F:2-chloroethanol cytochrome-c oxidoreductase activity; F:ethanol:cytochrome c oxidoreductase activity; F:2-chloroethanol:cytochrome c oxidoreductase activity; P:oxidation-reduction process	EC:1.1.2.7; EC:1.1.2.8	Methanol dehydrogenase (cytochrome c); Alcohol dehydrogenase (cytochrome c)			
true	[BLASTED, MAPPED, ANNOTATED]	plot6_0000124954_3	aldehyde dehydrogenase	654	20	0.0	92.27	2	F:GO:0016491; P:GO:0055114	F:oxidoreductase activity; P:oxidation-reduction process					
true	[BLASTED, MAPPED]	plot1_0000000456_45	hypothetical protein DMF94_05630	383	20	7.35227E-168	69.77	2	C:GO:0016020; C:GO:0016021	C:membrane; C:integral component of membrane					
true	[BLASTED, MAPPED]	plot30_0000502405_1	hypothetical protein DMD96_23350	165	20	1.64917E-49	67.24	1	F:GO:0003824	F:catalytic activity					
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000627353_1	xanthine dehydrogenase family protein molybdopterin-binding subunit	277	20	5.09079E-147	84.36	2	F:GO:0016491; P:GO:0055114	F:oxidoreductase activity; P:oxidation-reduction process					
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000358405_3	dienelactone hydrolase	224	20	1.11472E-141	89.28	1	F:GO:0016787	F:hydrolase activity					
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000121720_3	phosphate ABC transporter substrate-binding protein PstS	336	20	0.0	83.4	3	P:GO:0035435; F:GO:0042301; C:GO:0043190	P:phosphate ion transmembrane transport; F:phosphate ion binding; C:ATP-binding cassette (ABC) transporter complex					
true	[BLASTED, MAPPED, ANNOTATED]	plot36_0000069242_4	dienelactone hydrolase	295	20	0.0	84.56	1	F:GO:0016787	F:hydrolase activity					
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000036816_2	xanthine dehydrogenase family protein molybdopterin-binding subunit	767	20	0.0	74.51	2	F:GO:0016491; P:GO:0055114	F:oxidoreductase activity; P:oxidation-reduction process					
true	[BLASTED, MAPPED, ANNOTATED]	plot36_0000118618_2	hypothetical protein A3H95_15180	413	20	0.0	76.87	1	F:GO:0016810	F:hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds					
true	[BLASTED, MAPPED, ANNOTATED]	plot36_0000110268_2	branched-chain amino acid ABC transporter substrate-binding protein	419	20	0.0	78.0	1	P:GO:0006865	P:amino acid transport					
true	[BLASTED]	plot30_0000511086_1	ABC transporter substrate-binding protein	360	20	0.0	86.4								
true	[BLASTED]	plot30_0000094827_4	extracellular solute-binding protein	360	20	7.01116E-76	57.24								
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000094498_4	TRAP transporter substrate-binding protein	360	20	0.0	82.88	1	P:GO:0055085	P:transmembrane transport					
true	[BLASTED, MAPPED]	plot30_0000215223_1	3-carboxymuconate cyclase	366	20	0.0	85.75	1	F:GO:0016853	F:isomerase activity					
true	[BLASTED, MAPPED, ANNOTATED]	plot36_0000000564_41	TRAP transporter substrate-binding protein	372	20	0.0	80.09	3	C:GO:0042597; F:GO:0046872; P:GO:0055085	C:periplasmic space; F:metal ion binding; P:transmembrane transport					
true	[BLASTED]	plot6_0000123315_1	ABC transporter substrate-binding protein	124	20	4.14354E-74	69.02								
true	[BLASTED, MAPPED]	plot1_0000437775_2	nuclear transport factor 2 family protein	124	20	5.28275E-70	69.98	2	C:GO:0016020; C:GO:0016021	C:membrane; C:integral component of membrane					
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000094219_3	amidohydrolase	502	20	0.0	90.05	1	F:GO:0016787	F:hydrolase activity					
true	[BLASTED, MAPPED]	plot36_0000054905_1	DUF4394 domain-containing protein	378	20	1.70111E-62	54.98	3	C:GO:0016020; C:GO:0016021; F:GO:0030246	C:membrane; C:integral component of membrane; F:carbohydrate binding					
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000047903_3	alpha/beta hydrolase	254	20	2.84963E-139	83.31	1	F:GO:0016787	F:hydrolase activity					
true	[BLASTED]	plot30_0000093145_6	GDSL family lipase	384	20	0.0	83.16								
true	[BLASTED, MAPPED]	plot1_0000004240_3	ABC transporter substrate-binding protein	449	20	0.0	70.04	1	P:GO:0008643	P:carbohydrate transport					
true	[BLASTED]	plot36_0000051535_9	cupin domain-containing protein	130	20	2.96421E-68	85.83								
true	[BLASTED]	plot6_0000195915_2	amino acid ABC transporter	260	20	2.46887E-123	79.95								
true	[BLASTED]	plot1_0000010370_21	enamine deaminase RidA	130	20	1.12972E-67	84.49								
true	[BLASTED]	plot30_0000685724_2	cupin domain-containing protein	130	20	9.07391E-68	85.12								
true	[BLASTED]	plot30_0000008927_2	cupin domain-containing protein	130	20	7.91218E-73	88.23								
true	[BLASTED]	plot36_0000189894_3	cupin domain-containing protein	130	20	1.6661E-73	87.96								
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000150187_3	D-amino-acid transaminase	331	20	7.6646E-177	74.43	1	F:GO:0003824	F:catalytic activity					
true	[BLASTED, MAPPED]	plot30_0000215562_1	ABC transporter substrate-binding protein	266	20	1.31103E-83	58.84	2	C:GO:0043190; P:GO:0055085	C:ATP-binding cassette (ABC) transporter complex; P:transmembrane transport					
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000034486_8	hypothetical protein AUH20_04305	402	20	0.0	85.07	1	C:GO:0016021	C:integral component of membrane					
true	[BLASTED, MAPPED]	plot1_0000064523_7	NHL repeat containing protein	337	20	3.04733E-59	56.01	2	C:GO:0016020; C:GO:0016021	C:membrane; C:integral component of membrane					
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000000766_24	TRAP transporter substrate-binding protein	337	20	0.0	88.45	2	C:GO:0030288; P:GO:0055085	C:outer membrane-bounded periplasmic space; P:transmembrane transport					
true	[BLASTED, MAPPED]	plot36_0000462517_1	Por secretion system C-terminal sorting domain-containing protein	674	20	5.82733E-163	62.09	2	P:GO:0007154; C:GO:0016021	P:cell communication; C:integral component of membrane					
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000067486_2	alpha/beta hydrolase	272	20	0.0	93.42	4	F:GO:0016691; F:GO:0016787; P:GO:0055114; P:GO:0098869	F:chloride peroxidase activity; F:hydrolase activity; P:oxidation-reduction process; P:cellular oxidant detoxification	EC:1.11.1.10; EC:1.11.1.7	Chloride peroxidase; Peroxidase			
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000042312_9	amidohydrolase	272	20	1.80237E-139	79.96	2	F:GO:0016787; F:GO:0016831	F:hydrolase activity; F:carboxy-lyase activity					
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000120523_9	VOC family protein	136	20	5.12547E-66	84.21	2	F:GO:0008168; P:GO:0032259	F:methyltransferase activity; P:methylation					
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000021371_9	amidohydrolase	272	20	1.17279E-138	79.84	2	F:GO:0016787; F:GO:0016831	F:hydrolase activity; F:carboxy-lyase activity					
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000066396_1	amidohydrolase	272	20	8.61873E-143	80.81	2	F:GO:0016787; F:GO:0016831	F:hydrolase activity; F:carboxy-lyase activity					
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000074108_6	amidohydrolase	272	20	4.44664E-141	80.81	2	F:GO:0016787; F:GO:0016831	F:hydrolase activity; F:carboxy-lyase activity					
true	[BLASTED]	plot30_0000471322_2	MULTISPECIES: porin	479	20	1.40664E-79	51.8								
true	[BLASTED]	plot36_0000363359_1	DUF1080 domain-containing protein	207	20	1.48271E-75	65.25								
true	[BLASTED, MAPPED, ANNOTATED]	plot36_0000055518_6	ABC transporter substrate-binding protein	414	20	0.0	80.84	1	P:GO:0006865	P:amino acid transport					
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000485575_1	carbon monoxide dehydrogenase	627	20	0.0	74.25	2	F:GO:0016491; P:GO:0055114	F:oxidoreductase activity; P:oxidation-reduction process					
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000431890_2	cyclase family protein	349	20	0.0	76.24	2	F:GO:0004061; P:GO:0019441	F:arylformamidase activity; P:tryptophan catabolic process to kynurenine	EC:3.5.1.9	Arylformamidase			
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000080555_2	phosphate ABC transporter substrate-binding protein PstS	349	20	0.0	87.03	3	P:GO:0035435; F:GO:0042301; C:GO:0043190	P:phosphate ion transmembrane transport; F:phosphate ion binding; C:ATP-binding cassette (ABC) transporter complex					
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000036089_4	phosphate ABC transporter substrate-binding protein PstS	349	20	0.0	84.37	3	P:GO:0035435; F:GO:0042301; C:GO:0043190	P:phosphate ion transmembrane transport; F:phosphate ion binding; C:ATP-binding cassette (ABC) transporter complex					
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000001996_21	hypothetical protein DMG01_00250	361	20	0.0	84.34	2	C:GO:0016021; P:GO:0055085	C:integral component of membrane; P:transmembrane transport					
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000528914_1	arylsulfatase	296	20	1.1875E-174	88.33	1	F:GO:0008484	F:sulfuric ester hydrolase activity					
true	[BLASTED, MAPPED]	plot6_0000109372_2	DUF1134 domain-containing protein	148	20	5.60694E-30	63.25	2	C:GO:0016020; C:GO:0016021	C:membrane; C:integral component of membrane					
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000473621_1	alpha/beta hydrolase	296	20	1.44574E-152	69.81	1	F:GO:0016787	F:hydrolase activity					
true	[BLASTED, MAPPED, ANNOTATED]	plot36_0000022818_5	carboxymethylenebutenolidase	296	20	0.0	83.87	1	F:GO:0008806	F:carboxymethylenebutenolidase activity	EC:3.1.1.45; EC:3.1.1.1	Carboxymethylenebutenolidase; Carboxylesterase			
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000018219_4	hypothetical protein DME59_10115	373	20	0.0	88.45	1	C:GO:0016021	C:integral component of membrane					
true	[BLASTED, MAPPED]	plot1_0000115889_4	MBL fold hydrolase	302	20	2.3328E-145	66.1	1	F:GO:0016787	F:hydrolase activity					
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000552081_1	3-hydroxyisobutyrate dehydrogenase	302	20	9.27563E-176	86.17	4	F:GO:0016491; F:GO:0050661; F:GO:0051287; P:GO:0055114	F:oxidoreductase activity; F:NADP binding; F:NAD binding; P:oxidation-reduction process					
true	[BLASTED]	plot36_0000322485_3	hypothetical protein DMD99_05925	77	16	2.24393E-44	88.78								
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000301629_2	group 1 truncated hemoglobin	154	20	1.37811E-79	70.33	2	F:GO:0019825; F:GO:0020037	F:oxygen binding; F:heme binding					
