	Tags	SeqName	Description	Length	#Hits	e-Value	sim mean	#GO	GO IDs	GO Names	Enzyme Codes	Enzyme Names	InterPro IDs	InterPro GO IDs	InterPro GO Names
true	[BLASTED, MAPPED]	RLO22065.1	Microcystin-dependent protein	194	20	1.58687E-139	76.51	3	F:GO:0003674; C:GO:0005575; P:GO:0008150	F:molecular_function; C:cellular_component; P:biological_process					
true	[BLASTED, MAPPED, ANNOTATED]	RLL68478.1	rhamnose ABC transporter substrate-binding protein	376	20	0.0	91.41	2	P:GO:0015762; C:GO:0043190	P:rhamnose transmembrane transport; C:ATP-binding cassette (ABC) transporter complex					
true	[BLASTED, MAPPED, ANNOTATED]	RLK87682.1	gluconolactonase	338	20	0.0	99.91	1	F:GO:0004341	F:gluconolactonase activity	EC:3.1.1.17; EC:3.1.1.1	Gluconolactonase; Carboxylesterase			
true	[BLASTED, MAPPED, ANNOTATED]	RLK45082.1	epoxide hydrolase	459	20	0.0	92.57	2	F:GO:0004301; F:GO:0033961	F:epoxide hydrolase activity; F:cis-stilbene-oxide hydrolase activity	EC:3.3.2.9; EC:3.3.2.10	Microsomal epoxide hydrolase; Soluble epoxide hydrolase			
true	[BLASTED, MAPPED, ANNOTATED]	RLJ78117.1	superoxide dismutase	202	20	2.18716E-149	91.44	4	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	F:superoxide dismutase activity; P:removal of superoxide radicals; F:metal ion binding; P:oxidation-reduction process	EC:1.15.1.1	Superoxide dismutase			
true	[BLASTED, MAPPED, ANNOTATED]	RKT22461.1	PQQ-dependent dehydrogenase, methanol/ethanol family	575	20	0.0	90.28	4	F:GO:0005509; C:GO:0016020; F:GO:0016614; P:GO:0055114	F:calcium ion binding; C:membrane; F:oxidoreductase activity, acting on CH-OH group of donors; P:oxidation-reduction process					
true	[BLASTED, MAPPED, ANNOTATED]	RKT13909.1	cupin domain-containing protein	135	20	5.69705E-94	86.28	5	F:GO:0003735; C:GO:0005840; P:GO:0006412; F:GO:0051213; P:GO:0055114	F:structural constituent of ribosome; C:ribosome; P:translation; F:dioxygenase activity; P:oxidation-reduction process					
true	[BLASTED, MAPPED, ANNOTATED]	RKR46738.1	ribose-5-phosphate isomerase	181	20	8.00267E-127	91.81	2	F:GO:0004751; P:GO:0005975	F:ribose-5-phosphate isomerase activity; P:carbohydrate metabolic process	EC:5.3.1.6	Ribose-5-phosphate isomerase			
true	[BLASTED, MAPPED, ANNOTATED]	RKR45727.1	fructose bisphosphate aldolase	321	20	0.0	97.35	2	F:GO:0004332; P:GO:0006096	F:fructose-bisphosphate aldolase activity; P:glycolytic process	EC:4.1.2.13	Fructose-bisphosphate aldolase			
true	[BLASTED, MAPPED, ANNOTATED]	RKQ65789.1	glycerol kinase	501	20	0.0	83.25	5	F:GO:0004370; F:GO:0005524; P:GO:0006072; P:GO:0016310; P:GO:0019563	F:glycerol kinase activity; F:ATP binding; P:glycerol-3-phosphate metabolic process; P:phosphorylation; P:glycerol catabolic process	EC:2.7.1.30	Glycerol kinase			
true	[BLASTED, MAPPED, ANNOTATED]	RKQ65490.1	PQQ-dependent sugar dehydrogenase	406	20	0.0	88.73	4	F:GO:0009055; F:GO:0020037; P:GO:0022900; F:GO:0046872	F:electron transfer activity; F:heme binding; P:electron transport chain; F:metal ion binding					
true	[BLASTED, MAPPED, ANNOTATED]	RKQ62887.1	alpha/beta hydrolase	359	20	0.0	76.69	1	F:GO:0016787	F:hydrolase activity					
true	[BLASTED, MAPPED, ANNOTATED]	RKQ38067.1	LysR family transcriptional regulator	312	20	0.0	95.75	3	F:GO:0003677; F:GO:0003700; P:GO:0006355	F:DNA binding; F:DNA-binding transcription factor activity; P:regulation of transcription, DNA-templated					
true	[BLASTED, MAPPED, ANNOTATED]	RKP53677.1	sugar ABC transporter substrate-binding protein	425	20	0.0	84.39	1	P:GO:0008643	P:carbohydrate transport					
true	[BLASTED, MAPPED, ANNOTATED]	RKP48661.1	superoxide dismutase	192	20	5.30756E-139	94.72	4	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	F:superoxide dismutase activity; P:removal of superoxide radicals; F:metal ion binding; P:oxidation-reduction process	EC:1.15.1.1	Superoxide dismutase			
true	[BLASTED, MAPPED, ANNOTATED]	RKM65310.1	epoxide hydrolase	396	20	0.0	90.87	2	F:GO:0004301; F:GO:0033961	F:epoxide hydrolase activity; F:cis-stilbene-oxide hydrolase activity	EC:3.3.2.9; EC:3.3.2.10	Microsomal epoxide hydrolase; Soluble epoxide hydrolase			
true	[BLASTED, MAPPED, ANNOTATED]	RKI13979.1	superoxide dismutase	202	20	4.13344E-149	91.13	4	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	F:superoxide dismutase activity; P:removal of superoxide radicals; F:metal ion binding; P:oxidation-reduction process	EC:1.15.1.1	Superoxide dismutase			
true	[BLASTED, MAPPED, ANNOTATED]	RKH87954.1	superoxide dismutase	194	20	6.92631E-143	91.83	4	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	F:superoxide dismutase activity; P:removal of superoxide radicals; F:metal ion binding; P:oxidation-reduction process	EC:1.15.1.1	Superoxide dismutase			
true	[BLASTED, MAPPED, ANNOTATED]	RKE74329.1	formate dehydrogenase	990	20	0.0	87.01	6	C:GO:0016021; F:GO:0016491; F:GO:0043546; F:GO:0046872; F:GO:0051539; P:GO:0055114	C:integral component of membrane; F:oxidoreductase activity; F:molybdopterin cofactor binding; F:metal ion binding; F:4 iron, 4 sulfur cluster binding; P:oxidation-reduction process					
true	[BLASTED, MAPPED, ANNOTATED]	RKE74013.1	xanthine dehydrogenase family protein molybdopterin-binding subunit	733	20	0.0	86.07	2	F:GO:0016491; P:GO:0055114	F:oxidoreductase activity; P:oxidation-reduction process					
true	[BLASTED, MAPPED, ANNOTATED]	RKE73516.1	superoxide dismutase	241	20	7.46392E-177	76.77	4	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	F:superoxide dismutase activity; P:removal of superoxide radicals; F:metal ion binding; P:oxidation-reduction process	EC:1.15.1.1	Superoxide dismutase			
true	[BLASTED, MAPPED, ANNOTATED]	RKE73511.1	porin	505	20	0.0	58.08	5	P:GO:0006811; C:GO:0009279; F:GO:0015288; C:GO:0046930; P:GO:0055085	P:ion transport; C:cell outer membrane; F:porin activity; C:pore complex; P:transmembrane transport					
true	[BLASTED, MAPPED, ANNOTATED]	RKE73222.1	peptidylprolyl isomerase	181	20	1.02606E-128	79.67	3	P:GO:0000413; F:GO:0003755; P:GO:0006457	P:protein peptidyl-prolyl isomerization; F:peptidyl-prolyl cis-trans isomerase activity; P:protein folding	EC:5.2.1.8	Peptidylprolyl isomerase			
true	[BLASTED, MAPPED, ANNOTATED]	RKE72792.1	carboxypeptidase regulatory-like domain-containing protein	714	20	0.0	86.74	1	F:GO:0030246	F:carbohydrate binding					
true	[BLASTED, MAPPED, ANNOTATED]	RKE71047.1	ABC transporter substrate-binding protein	527	20	0.0	76.87	2	C:GO:0043190; P:GO:0055085	C:ATP-binding cassette (ABC) transporter complex; P:transmembrane transport					
true	[BLASTED, MAPPED, ANNOTATED]	RKE70929.1	TRAP transporter substrate-binding protein	369	20	0.0	81.23	3	C:GO:0042597; F:GO:0046872; P:GO:0055085	C:periplasmic space; F:metal ion binding; P:transmembrane transport					
true	[BLASTED, MAPPED, ANNOTATED]	RKE69585.1	ABC transporter substrate-binding protein	633	20	0.0	82.83	2	C:GO:0043190; P:GO:0055085	C:ATP-binding cassette (ABC) transporter complex; P:transmembrane transport					
true	[BLASTED, MAPPED, ANNOTATED]	RKE67406.1	sorbosone dehydrogenase	425	20	0.0	77.34	1	F:GO:0003824	F:catalytic activity					
true	[BLASTED, MAPPED, ANNOTATED]	RKE65999.1	Tol-Pal system protein TolB	449	20	0.0	88.6	4	P:GO:0007049; P:GO:0017038; C:GO:0042597; P:GO:0051301	P:cell cycle; P:protein import; C:periplasmic space; P:cell division					
true	[BLASTED, MAPPED, ANNOTATED]	RKE50787.1	PQQ-dependent dehydrogenase, methanol/ethanol family	601	20	0.0	95.93	5	F:GO:0005509; C:GO:0016020; F:GO:0016614; C:GO:0030288; P:GO:0055114	F:calcium ion binding; C:membrane; F:oxidoreductase activity, acting on CH-OH group of donors; C:outer membrane-bounded periplasmic space; P:oxidation-reduction process					
true	[BLASTED, MAPPED, ANNOTATED]	RKE46444.1	triose-phosphate isomerase	257	20	0.0	89.57	4	F:GO:0004807; C:GO:0005737; P:GO:0006094; P:GO:0006096	F:triose-phosphate isomerase activity; C:cytoplasm; P:gluconeogenesis; P:glycolytic process	EC:5.3.1.1	Triose-phosphate isomerase			
true	[BLASTED, MAPPED, ANNOTATED]	RKE45129.1	alpha/beta hydrolase	324	20	0.0	92.19	2	F:GO:0004601; P:GO:0098869	F:peroxidase activity; P:cellular oxidant detoxification	EC:1.11.1.7	Peroxidase			
true	[BLASTED, MAPPED, ANNOTATED]	RKE44219.1	C4-dicarboxylate ABC transporter	340	20	0.0	93.52	1	P:GO:0055085	P:transmembrane transport					
true	[BLASTED, MAPPED, ANNOTATED]	RJQ80660.1	methane monooxygenase	550	20	0.0	97.76	3	F:GO:0004497; P:GO:0006725; P:GO:0055114	F:monooxygenase activity; P:cellular aromatic compound metabolic process; P:oxidation-reduction process					
true	[BLASTED, MAPPED, ANNOTATED]	RJL33962.1	peptide/nickel transport system substrate-binding protein	531	20	0.0	76.54	2	C:GO:0043190; P:GO:0055085	C:ATP-binding cassette (ABC) transporter complex; P:transmembrane transport					
true	[BLASTED, MAPPED, ANNOTATED]	RJL18915.1	PQQ-dependent dehydrogenase, methanol/ethanol family	601	20	0.0	91.99	6	F:GO:0005509; C:GO:0016020; C:GO:0030288; F:GO:0052935; F:GO:0052936; P:GO:0055114	F:calcium ion binding; C:membrane; C:outer membrane-bounded periplasmic space; F:ethanol:cytochrome c oxidoreductase activity; F:2-chloroethanol:cytochrome c oxidoreductase activity; P:oxidation-reduction process	EC:1.1.2.8	Alcohol dehydrogenase (cytochrome c)			
true	[BLASTED, MAPPED, ANNOTATED]	RJG54129.1	myo-inositol-1-phosphate synthase	153	20	2.48435E-109	82.93	1	P:GO:0030638	P:polyketide metabolic process					
true	[BLASTED, MAPPED, ANNOTATED]	RJG43050.1	glucose 1-dehydrogenase	268	20	0.0	92.45	2	F:GO:0016491; P:GO:0055114	F:oxidoreductase activity; P:oxidation-reduction process					
true	[BLASTED, MAPPED, ANNOTATED]	RJG26862.1	superoxide dismutase	204	20	4.81201E-150	96.32	4	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	F:superoxide dismutase activity; P:removal of superoxide radicals; F:metal ion binding; P:oxidation-reduction process	EC:1.15.1.1	Superoxide dismutase			
true	[BLASTED, MAPPED, ANNOTATED]	RJG10563.1	urea ABC transporter substrate-binding protein	422	20	0.0	96.34	1	P:GO:0006865	P:amino acid transport					
true	[BLASTED, MAPPED, ANNOTATED]	RJG09214.1	heme peroxidase	1975	20	0.0	67.6	8	F:GO:0004601; F:GO:0005509; C:GO:0005576; P:GO:0006979; P:GO:0009405; F:GO:0020037; P:GO:0055114; P:GO:0098869	F:peroxidase activity; F:calcium ion binding; C:extracellular region; P:response to oxidative stress; P:pathogenesis; F:heme binding; P:oxidation-reduction process; P:cellular oxidant detoxification	EC:1.11.1.7	Peroxidase			
true	[BLASTED, MAPPED, ANNOTATED]	RJG01835.1	superoxide dismutase [Fe]	192	20	6.24481E-140	94.11	4	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	F:superoxide dismutase activity; P:removal of superoxide radicals; F:metal ion binding; P:oxidation-reduction process	EC:1.15.1.1	Superoxide dismutase			
true	[BLASTED, MAPPED, ANNOTATED]	RJG00701.1	phosphate ABC transporter substrate-binding protein PstS	348	20	0.0	87.98	3	P:GO:0035435; F:GO:0042301; C:GO:0043190	P:phosphate ion transmembrane transport; F:phosphate ion binding; C:ATP-binding cassette (ABC) transporter complex					
true	[BLASTED, MAPPED, ANNOTATED]	RJF73197.1	glucose-6-phosphate isomerase	541	20	0.0	88.76	7	F:GO:0004347; C:GO:0005829; P:GO:0006094; P:GO:0006096; F:GO:0016866; F:GO:0048029; P:GO:0051156	F:glucose-6-phosphate isomerase activity; C:cytosol; P:gluconeogenesis; P:glycolytic process; F:intramolecular transferase activity; F:monosaccharide binding; P:glucose 6-phosphate metabolic process	EC:5.3.1.9	Glucose-6-phosphate isomerase			
true	[BLASTED, MAPPED, ANNOTATED]	RJE85907.1	xanthine dehydrogenase family protein molybdopterin-binding subunit	767	20	0.0	79.18	2	F:GO:0016491; P:GO:0055114	F:oxidoreductase activity; P:oxidation-reduction process					
true	[BLASTED, MAPPED, ANNOTATED]	RIY08206.1	superoxide dismutase	249	20	0.0	90.8	4	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	F:superoxide dismutase activity; P:removal of superoxide radicals; F:metal ion binding; P:oxidation-reduction process	EC:1.15.1.1	Superoxide dismutase			
true	[BLASTED, MAPPED, ANNOTATED]	RIX75831.1	hypothetical protein	1508	20	0.0	77.06	1	F:GO:0005509	F:calcium ion binding					
true	[BLASTED, MAPPED, ANNOTATED]	RIX48690.1	copper oxidase	512	20	0.0	95.07	3	F:GO:0005507; F:GO:0016491; P:GO:0055114	F:copper ion binding; F:oxidoreductase activity; P:oxidation-reduction process					
true	[BLASTED, MAPPED, ANNOTATED]	RIV27659.1	superoxide dismutase	204	20	7.12926E-151	94.09	4	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	F:superoxide dismutase activity; P:removal of superoxide radicals; F:metal ion binding; P:oxidation-reduction process	EC:1.15.1.1	Superoxide dismutase			
true	[BLASTED, MAPPED, ANNOTATED]	RIV24018.1	SMP-30/gluconolactonase/LRE family protein	548	20	0.0	69.99	1	F:GO:0004341	F:gluconolactonase activity	EC:3.1.1.17; EC:3.1.1.1	Gluconolactonase; Carboxylesterase			
true	[BLASTED, MAPPED, ANNOTATED]	RIE14603.1	phosphate ABC transporter substrate-binding protein PstS	473	20	0.0	65.44	1	P:GO:0006817	P:phosphate ion transport					
true	[BLASTED, MAPPED, ANNOTATED]	RIB29561.1	superoxide dismutase [Cu-Zn]	159	20	1.4261E-109	77.06	4	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	F:superoxide dismutase activity; P:removal of superoxide radicals; F:metal ion binding; P:oxidation-reduction process	EC:1.15.1.1	Superoxide dismutase			
true	[BLASTED, MAPPED, ANNOTATED]	RIA91234.1	nuclear transport factor 2	122	20	7.623E-85	83.09	1	P:GO:0006913	P:nucleocytoplasmic transport					
true	[BLASTED, MAPPED]	RIA81894.1	kelch-like protein 17	117	20	8.31295E-78	61.98	5	F:GO:0004672; F:GO:0005524; P:GO:0006468; F:GO:0016301; P:GO:0016310	F:protein kinase activity; F:ATP binding; P:protein phosphorylation; F:kinase activity; P:phosphorylation					
true	[BLASTED, MAPPED, ANNOTATED]	RIA77262.1	SGNH/GDSL hydrolase family protein	370	20	0.0	91.5	1	F:GO:0016788	F:hydrolase activity, acting on ester bonds					
true	[BLASTED, MAPPED, ANNOTATED]	RIA76284.1	xanthine dehydrogenase family protein molybdopterin-binding subunit	785	20	0.0	91.68	3	F:GO:0018492; F:GO:0043885; P:GO:0055114	F:carbon-monoxide dehydrogenase (acceptor) activity; F:carbon-monoxide dehydrogenase (ferredoxin) activity; P:oxidation-reduction process	EC:1.2.99.2; EC:1.2.7.4	Acting on the aldehyde or oxo group of donors; Anaerobic carbon-monoxide dehydrogenase			
true	[BLASTED, MAPPED, ANNOTATED]	RIA74117.1	phosphate ABC transporter substrate-binding protein PstS	346	20	0.0	90.42	3	P:GO:0035435; F:GO:0042301; C:GO:0043190	P:phosphate ion transmembrane transport; F:phosphate ion binding; C:ATP-binding cassette (ABC) transporter complex					
true	[BLASTED, MAPPED, ANNOTATED]	RIA66113.1	hypothetical protein	743	20	0.0	85.88	1	F:GO:0003824	F:catalytic activity					
true	[BLASTED, MAPPED, ANNOTATED]	RHZ99234.1	superoxide dismutase	198	20	4.70823E-144	97.63	4	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	F:superoxide dismutase activity; P:removal of superoxide radicals; F:metal ion binding; P:oxidation-reduction process	EC:1.15.1.1	Superoxide dismutase			
true	[BLASTED, MAPPED, ANNOTATED]	RHZ94766.1	xanthine dehydrogenase family protein molybdopterin-binding subunit	784	20	0.0	97.26	2	F:GO:0004854; P:GO:0055114	F:xanthine dehydrogenase activity; P:oxidation-reduction process	EC:1.17.1; EC:1.17.1.4	Acting on CH or CH(2) groups; Xanthine dehydrogenase			
true	[BLASTED, MAPPED, ANNOTATED]	RHZ90611.1	Tol-Pal system protein TolB	444	20	0.0	96.81	4	P:GO:0007049; P:GO:0017038; C:GO:0042597; P:GO:0051301	P:cell cycle; P:protein import; C:periplasmic space; P:cell division					
true	[BLASTED, MAPPED, ANNOTATED]	RHW25368.1	VOC family protein	171	20	1.34382E-122	89.91	2	F:GO:0051213; P:GO:0055114	F:dioxygenase activity; P:oxidation-reduction process					
true	[BLASTED, MAPPED, ANNOTATED]	RFZ83986.1	sugar ABC transporter substrate-binding protein	437	20	0.0	94.55	1	P:GO:0008643	P:carbohydrate transport					
true	[BLASTED, MAPPED, ANNOTATED]	RFU41952.1	xanthine dehydrogenase family protein subunit M	287	20	0.0	85.54	3	F:GO:0018492; P:GO:0055114; F:GO:0071949	F:carbon-monoxide dehydrogenase (acceptor) activity; P:oxidation-reduction process; F:FAD binding	EC:1.2.99.2	Acting on the aldehyde or oxo group of donors			
true	[BLASTED, MAPPED, ANNOTATED]	RFU38153.1	phospholipase	544	20	0.0	81.06	1	F:GO:0016788	F:hydrolase activity, acting on ester bonds					
true	[BLASTED, MAPPED, ANNOTATED]	RFU37347.1	superoxide dismutase, Ni	143	20	1.92237E-102	90.21	4	F:GO:0004784; F:GO:0016151; P:GO:0019430; P:GO:0055114	F:superoxide dismutase activity; F:nickel cation binding; P:removal of superoxide radicals; P:oxidation-reduction process	EC:1.15.1.1	Superoxide dismutase			
true	[BLASTED, MAPPED, ANNOTATED]	RFM27597.1	peptidase S53	528	20	0.0	72.23	2	F:GO:0004252; P:GO:0006508	F:serine-type endopeptidase activity; P:proteolysis	EC:3.4.21	Acting on peptide bonds (peptidases)			
true	[BLASTED, MAPPED, ANNOTATED]	REK90911.1	FAD-dependent oxidoreductase	439	20	0.0	93.35	4	F:GO:0008860; F:GO:0050660; F:GO:0051213; P:GO:0055114	F:ferredoxin-NAD+ reductase activity; F:flavin adenine dinucleotide binding; F:dioxygenase activity; P:oxidation-reduction process	EC:1.18.1; EC:1.18.1.3	Acting on iron-sulfur proteins as donors; Ferredoxin--NAD(+) reductase			
true	[BLASTED, MAPPED, ANNOTATED]	REG81590.1	aromatic ring-hydroxylating dioxygenase subunit alpha	424	20	0.0	90.65	5	F:GO:0005506; P:GO:0044237; F:GO:0051213; F:GO:0051537; P:GO:0055114	F:iron ion binding; P:cellular metabolic process; F:dioxygenase activity; F:2 iron, 2 sulfur cluster binding; P:oxidation-reduction process					
true	[BLASTED, MAPPED, ANNOTATED]	REG09855.1	alpha/beta hydrolase	279	20	0.0	99.66	4	F:GO:0004601; F:GO:0016746; F:GO:0016787; P:GO:0098869	F:peroxidase activity; F:transferase activity, transferring acyl groups; F:hydrolase activity; P:cellular oxidant detoxification	EC:1.11.1.7	Peroxidase			
true	[BLASTED, MAPPED, ANNOTATED]	REE80832.1	(2Fe-2S)-binding protein	152	20	4.16581E-109	89.94	5	F:GO:0009055; P:GO:0022900; F:GO:0046872; F:GO:0047121; F:GO:0051537	F:electron transfer activity; P:electron transport chain; F:metal ion binding; F:isoquinoline 1-oxidoreductase activity; F:2 iron, 2 sulfur cluster binding	EC:1.3.99.16	Isoquinoline 1-oxidoreductase			
true	[BLASTED, MAPPED, ANNOTATED]	RED55965.1	glycerol kinase	529	20	0.0	85.26	5	F:GO:0004370; F:GO:0005524; P:GO:0006072; P:GO:0016310; P:GO:0019563	F:glycerol kinase activity; F:ATP binding; P:glycerol-3-phosphate metabolic process; P:phosphorylation; P:glycerol catabolic process	EC:2.7.1.30	Glycerol kinase			
true	[BLASTED, MAPPED, ANNOTATED]	RED52083.1	extracellular solute-binding protein	357	20	0.0	91.29	3	P:GO:0015846; F:GO:0019808; C:GO:0042597	P:polyamine transport; F:polyamine binding; C:periplasmic space					
true	[BLASTED, MAPPED, ANNOTATED]	RED50870.1	BMP family ABC transporter substrate-binding protein	332	20	0.0	84.76	1	C:GO:0005886	C:plasma membrane					
true	[BLASTED, MAPPED, ANNOTATED]	REB10017.1	superoxide dismutase	202	20	7.24825E-148	93.54	4	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	F:superoxide dismutase activity; P:removal of superoxide radicals; F:metal ion binding; P:oxidation-reduction process	EC:1.15.1.1	Superoxide dismutase			
true	[BLASTED, MAPPED, ANNOTATED]	REA61242.1	superoxide dismutase	236	20	1.50934E-173	84.47	4	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	F:superoxide dismutase activity; P:removal of superoxide radicals; F:metal ion binding; P:oxidation-reduction process	EC:1.15.1.1	Superoxide dismutase			
true	[BLASTED, MAPPED, ANNOTATED]	RDS86695.1	glyoxalase	176	20	5.04828E-128	79.78	2	F:GO:0051213; P:GO:0055114	F:dioxygenase activity; P:oxidation-reduction process					
true	[BLASTED, MAPPED, ANNOTATED]	RDS82177.1	glucose-6-phosphate isomerase	770	20	0.0	83.07	4	F:GO:0004347; C:GO:0005737; P:GO:0006094; P:GO:0006096	F:glucose-6-phosphate isomerase activity; C:cytoplasm; P:gluconeogenesis; P:glycolytic process	EC:5.3.1.9	Glucose-6-phosphate isomerase			
true	[BLASTED, MAPPED]	RDL29972.1	carbohydrate esterase family 15 protein	471	20	0.0	75.73	3	C:GO:0005576; P:GO:0005975; F:GO:0030248	C:extracellular region; P:carbohydrate metabolic process; F:cellulose binding					
true	[BLASTED, MAPPED, ANNOTATED]	RDL13308.1	membrane protein	321	20	0.0	90.86	1	F:GO:0016829	F:lyase activity					
true	[BLASTED, MAPPED, ANNOTATED]	RDL06260.1	nitrate ABC transporter substrate-binding protein	408	20	0.0	98.42	1	P:GO:0009228	P:thiamine biosynthetic process					
true	[BLASTED, MAPPED, ANNOTATED]	RDK97718.1	peptidylprolyl isomerase	193	20	4.47719E-136	91.58	3	P:GO:0000413; F:GO:0003755; P:GO:0006457	P:protein peptidyl-prolyl isomerization; F:peptidyl-prolyl cis-trans isomerase activity; P:protein folding	EC:5.2.1.8	Peptidylprolyl isomerase			
true	[BLASTED, MAPPED, ANNOTATED]	RDI95831.1	superoxide dismutase	201	20	1.51182E-147	89.13	4	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	F:superoxide dismutase activity; P:removal of superoxide radicals; F:metal ion binding; P:oxidation-reduction process	EC:1.15.1.1	Superoxide dismutase			
true	[BLASTED, MAPPED, ANNOTATED]	RDI94770.1	sulfurtransferase	286	20	0.0	93.07	2	F:GO:0004792; P:GO:0008033	F:thiosulfate sulfurtransferase activity; P:tRNA processing	EC:2.8.1.1	Thiosulfate sulfurtransferase			
true	[BLASTED, MAPPED, ANNOTATED]	RCW87303.1	cupin domain-containing protein	133	20	4.13431E-92	85.15	2	F:GO:0051213; P:GO:0055114	F:dioxygenase activity; P:oxidation-reduction process					
true	[BLASTED, MAPPED, ANNOTATED]	RCW86427.1	sugar ABC transporter substrate-binding protein	322	20	0.0	91.49	1	P:GO:0008643	P:carbohydrate transport					
true	[BLASTED, MAPPED, ANNOTATED]	RCW81923.1	alpha/beta hydrolase	324	20	0.0	89.27	3	F:GO:0004601; F:GO:0016787; P:GO:0098869	F:peroxidase activity; F:hydrolase activity; P:cellular oxidant detoxification	EC:1.11.1.7	Peroxidase			
true	[BLASTED, MAPPED, ANNOTATED]	RCW79821.1	PQQ-dependent dehydrogenase, methanol/ethanol family	609	20	0.0	95.1	5	F:GO:0005509; C:GO:0016020; F:GO:0016614; C:GO:0030288; P:GO:0055114	F:calcium ion binding; C:membrane; F:oxidoreductase activity, acting on CH-OH group of donors; C:outer membrane-bounded periplasmic space; P:oxidation-reduction process					
true	[BLASTED, MAPPED, ANNOTATED]	RCS53830.1	phosphate-binding protein	323	20	0.0	83.62	1	F:GO:0042301	F:phosphate ion binding					
true	[BLASTED, MAPPED, ANNOTATED]	RCS53302.1	peroxidase	764	20	0.0	72.9	5	F:GO:0004601; P:GO:0006979; F:GO:0020037; P:GO:0055114; P:GO:0098869	F:peroxidase activity; P:response to oxidative stress; F:heme binding; P:oxidation-reduction process; P:cellular oxidant detoxification	EC:1.11.1.7	Peroxidase			
true	[BLASTED, MAPPED, ANNOTATED]	RCS51735.1	peptidylprolyl isomerase	143	20	8.13784E-100	90.07	3	P:GO:0000413; F:GO:0003755; P:GO:0006457	P:protein peptidyl-prolyl isomerization; F:peptidyl-prolyl cis-trans isomerase activity; P:protein folding	EC:5.2.1.8	Peptidylprolyl isomerase			
true	[BLASTED, MAPPED]	RCS50775.1	short chain dehydrogenase	251	20	1.84033E-178	78.04	2	F:GO:0016491; P:GO:0055114	F:oxidoreductase activity; P:oxidation-reduction process					
true	[BLASTED, MAPPED, ANNOTATED]	RCS47863.1	fructose bisphosphate aldolase	300	20	0.0	83.48	2	F:GO:0004332; P:GO:0006096	F:fructose-bisphosphate aldolase activity; P:glycolytic process	EC:4.1.2.13	Fructose-bisphosphate aldolase			
true	[BLASTED, MAPPED, ANNOTATED]	RCS47510.1	superoxide dismutase	202	20	1.5626E-147	91.29	4	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	F:superoxide dismutase activity; P:removal of superoxide radicals; F:metal ion binding; P:oxidation-reduction process	EC:1.15.1.1	Superoxide dismutase			
true	[BLASTED, MAPPED, ANNOTATED]	RCS47168.1	gfo/Idh/MocA family oxidoreductase	507	20	0.0	78.86	2	F:GO:0016491; P:GO:0055114	F:oxidoreductase activity; P:oxidation-reduction process					
true	[BLASTED, MAPPED, ANNOTATED]	RCS22647.1	SMP-30/gluconolactonase/LRE family protein	362	20	0.0	88.41	1	F:GO:0004341	F:gluconolactonase activity	EC:3.1.1.17; EC:3.1.1.1	Gluconolactonase; Carboxylesterase			
true	[BLASTED, MAPPED, ANNOTATED]	RBM01480.1	phospholipase	523	20	0.0	93.17	1	F:GO:0016788	F:hydrolase activity, acting on ester bonds					
true	[BLASTED, MAPPED, ANNOTATED]	RAZ77024.1	type 1 glutamine amidotransferase domain-containing protein	226	20	5.89887E-162	89.36	2	P:GO:0006541; F:GO:0016740	P:glutamine metabolic process; F:transferase activity					
true	[BLASTED, MAPPED, ANNOTATED]	RAZ73801.1	phosphate ABC transporter substrate-binding protein PstS	352	20	0.0	97.43	3	P:GO:0035435; F:GO:0042301; C:GO:0043190	P:phosphate ion transmembrane transport; F:phosphate ion binding; C:ATP-binding cassette (ABC) transporter complex					
true	[BLASTED, MAPPED, ANNOTATED]	RAX48222.1	phosphoketolase family protein	815	20	0.0	88.05	2	P:GO:0005975; F:GO:0016832	P:carbohydrate metabolic process; F:aldehyde-lyase activity					
true	[BLASTED, MAPPED, ANNOTATED]	RAW14174.1	(2Fe-2S) ferredoxin domain-containing protein	266	20	0.0	58.89	2	P:GO:0009236; F:GO:0016852	P:cobalamin biosynthetic process; F:sirohydrochlorin cobaltochelatase activity	EC:4.99.1.3	Sirohydrochlorin cobaltochelatase			
